ระยอง
นครสวรรค์	QHA	0	28077.313	97	764	19255
นครสวรรค์	BTA	0	0	0	0	0
นครสวรรค์	NSC	0	0	774	0	0
นครราชสีมา
นครราชสีมา	BUY	25	89861.62	30060	2288	88370
นครราชสีมา	CUM	21	75592.03	14235	1528	69785
นครราชสีมา	HTL	20	71738.82	14199	1574	68858
นครราชสีมา	KGA	25	90914.62	19630	1594	60647
นครราชสีมา	NRD	0	140311.5	8699	1189	52846
นครราชสีมา	PCA	0	139408.03	815	2032	48637
นครราชสีมา	NRC	0	110926.43	706	1324	47982
นครราชสีมา	KON	16	54853.5	10992	1134	46523
นครราชสีมา	DTA	26	94172.23	18133	1233	43352
นครราชสีมา	NRE	0	86664.305	2148	834	32000
นครราชสีมา	CCI	37	134219.13	23253	1133	29871
นครราชสีมา	SFA	25	88717.32	20225	748	26482
นครราชสีมา	NRA	0	104456.03	20	864	25480
นครราชสีมา	NRB	0	44398.6	4	802	25287
นครราชสีมา	PWA	0	0	0	1329	24430
นครราชสีมา	SFB	0	48619.08	111	976	24090
นครราชสีมา	XNA	0	70817.34	645	752	22248
นครราชสีมา	XEA	0	26992.152	1548	456	19715
นครราชสีมา	PCC	0	104122.055	42	1955	19660
นครราชสีมา	PCB	0	107287.99	92	1185	19085
นครราชสีมา	KOU	0	34048.266	41840	472	18974
นครราชสีมา	NRF	0	70132.266	1	573	14382
นครราชสีมา	HTA	9	30747.926	16872	386	9474
นครราชสีมา	KOT	0	101759.52	6	306	5974
นครราชสีมา	BZA	0	0	0	0	0
นครราชสีมา	NZA	0	0	0	0	0
นครราชสีมา	PRV	0	0	0	0	0
ลพบุรี
ลพบุรี	LBA	0	141250.19	0	1155	42131
ลพบุรี	KSR	0	74342.55	14897	1208	40224
ลพบุรี	CDB	29	103521.04	13756	1525	37824
ลพบุรี	CDA	0	0	0	1448	31157
ลพบุรี	NUA	0	59525.9	34	1100	25969
ลพบุรี	TWA	0	0	0	584	22112
ลพบุรี	PXA	22	79923.53	17900	1143	19720
ลพบุรี	LBC	0	37088.484	52	323	10201
ลพบุรี	PXB	0	0	0	0	0
ภูเก็ต
ภูเก็ต	TLG	0	154045.19	84	1796	41582
ภูเก็ต	PKA	0	174068.55	79	1524	40765
ภูเก็ต	PKB	0	129933.555	1	1259	36129
